,text
12272,"Mr. Barkis turned his eyes upon me, as if for my assent to this result of his reflections in bed; and I gave it."
12273,"‘Nothing’s truer than them,’ repeated Mr. Barkis; ‘a man as poor as I am, finds that out in his mind when he’s laid up. I’m a very poor man, sir!’"
12274,"‘I am sorry to hear it, Mr. Barkis.’"
12275,"‘A very poor man, indeed I am,’ said Mr. Barkis."
12276,"Here his right hand came slowly and feebly from under the bedclothes, and with a purposeless uncertain grasp took hold of a stick which was loosely tied to the side of the bed. After some poking about with this instrument, in the course of which his face assumed a variety of distracted expressions, Mr. Barkis poked it against a box, an end of which had been visible to me all the time. Then his face became composed."
12277,"‘Old clothes,’ said Mr. Barkis."
12278,‘Oh!’ said I.
12279,"‘I wish it was Money, sir,’ said Mr. Barkis."
12280,"‘I wish it was, indeed,’ said I."
12281,"‘But it AIN’T,’ said Mr. Barkis, opening both his eyes as wide as he possibly could."
12282,"I expressed myself quite sure of that, and Mr. Barkis, turning his eyes more gently to his wife, said:"
12283,"‘She’s the usefullest and best of women, C. P. Barkis. All the praise that anyone can give to C. P. Barkis, she deserves, and more! My dear, you’ll get a dinner today, for company; something good to eat and drink, will you?’"
12284,"I should have protested against this unnecessary demonstration in my honour, but that I saw Peggotty, on the opposite side of the bed, extremely anxious I should not. So I held my peace."
12285,"‘I have got a trifle of money somewhere about me, my dear,’ said Mr. Barkis, ‘but I’m a little tired. If you and Mr. David will leave me for a short nap, I’ll try and find it when I wake.’"
12286,"We left the room, in compliance with this request. When we got outside the door, Peggotty informed me that Mr. Barkis, being now ‘a little nearer’ than he used to be, always resorted to this same device before producing a single coin from his store; and that he endured unheard-of agonies in crawling out of bed alone, and taking it from that unlucky box. In effect, we presently heard him uttering suppressed groans of the most dismal nature, as this magpie proceeding racked him in every joint; but while Peggotty’s eyes were full of compassion for him, she said his generous impulse would do him good, and it was better not to check it. So he groaned on, until he had got into bed again, suffering, I have no doubt, a martyrdom; and then called us in, pretending to have just woke up from a refreshing sleep, and to produce a guinea from under his pillow. His satisfaction in which happy imposition on us, and in having preserved the impenetrable secret of the box, appeared to be a sufficient compensation to him for all his tortures."
12287,"I prepared Peggotty for Steerforth’s arrival and it was not long before he came. I am persuaded she knew no difference between his having been a personal benefactor of hers, and a kind friend to me, and that she would have received him with the utmost gratitude and devotion in any case. But his easy, spirited good humour; his genial manner, his handsome looks, his natural gift of adapting himself to whomsoever he pleased, and making direct, when he cared to do it, to the main point of interest in anybody’s heart; bound her to him wholly in five minutes. His manner to me, alone, would have won her. But, through all these causes combined, I sincerely believe she had a kind of adoration for him before he left the house that night."
12288,"He stayed there with me to dinner—if I were to say willingly, I should not half express how readily and gaily. He went into Mr. Barkis’s room like light and air, brightening and refreshing it as if he were healthy weather. There was no noise, no effort, no consciousness, in anything he did; but in everything an indescribable lightness, a seeming impossibility of doing anything else, or doing anything better, which was so graceful, so natural, and agreeable, that it overcomes me, even now, in the remembrance."
12289,"We made merry in the little parlour, where the Book of Martyrs, unthumbed since my time, was laid out upon the desk as of old, and where I now turned over its terrific pictures, remembering the old sensations they had awakened, but not feeling them. When Peggotty spoke of what she called my room, and of its being ready for me at night, and of her hoping I would occupy it, before I could so much as look at Steerforth, hesitating, he was possessed of the whole case."
12290,"‘Of course,’ he said. ‘You’ll sleep here, while we stay, and I shall sleep at the hotel.’"
12291,"‘But to bring you so far,’ I returned, ‘and to separate, seems bad companionship, Steerforth.’"
12292,"‘Why, in the name of Heaven, where do you naturally belong?’ he said. ‘What is “seems”, compared to that?’ It was settled at once."
12293,"He maintained all his delightful qualities to the last, until we started forth, at eight o’clock, for Mr. Peggotty’s boat. Indeed, they were more and more brightly exhibited as the hours went on; for I thought even then, and I have no doubt now, that the consciousness of success in his determination to please, inspired him with a new delicacy of perception, and made it, subtle as it was, more easy to him. If anyone had told me, then, that all this was a brilliant game, played for the excitement of the moment, for the employment of high spirits, in the thoughtless love of superiority, in a mere wasteful careless course of winning what was worthless to him, and next minute thrown away—I say, if anyone had told me such a lie that night, I wonder in what manner of receiving it my indignation would have found a vent! Probably only in an increase, had that been possible, of the romantic feelings of fidelity and friendship with which I walked beside him, over the dark wintry sands towards the old boat; the wind sighing around us even more mournfully, than it had sighed and moaned upon the night when I first darkened Mr. Peggotty’s door."
